rgb_max_conf,ir_max_conf,rgb_best_log_bbox_area,ir_best_log_bbox_area,rgb_best_aspect_ratio,ir_best_aspect_ratio,rgb_best_pos_y,ir_best_pos_y,rgb_best_local_contrast,ir_best_local_contrast,rgb_img_mean,ir_img_mean,rgb_img_std,trust_label,stem,source
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.671,243.671,51.602,0,yt_Z8HJNypu_1Y_f000117,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.671,243.671,51.602,0,yt_Z8HJNypu_1Y_f000120,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000123,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000126,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000129,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000132,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000135,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.676,243.676,51.596,0,yt_Z8HJNypu_1Y_f000138,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.697,0,yt_Z8HJNypu_1Y_f000141,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.697,0,yt_Z8HJNypu_1Y_f000144,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.697,0,yt_Z8HJNypu_1Y_f000147,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000150,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.697,0,yt_Z8HJNypu_1Y_f000153,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000156,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000159,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000162,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000165,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000168,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000171,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000174,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.698,0,yt_Z8HJNypu_1Y_f000177,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.699,0,yt_Z8HJNypu_1Y_f000180,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253.036,253.036,21.699,0,yt_Z8HJNypu_1Y_f000183,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.037,165.037,55.137,0,yt_Z8HJNypu_1Y_f000186,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.381,165.381,54.702,0,yt_Z8HJNypu_1Y_f000189,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.464,165.464,54.561,0,yt_Z8HJNypu_1Y_f000192,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.898,165.898,53.726,0,yt_Z8HJNypu_1Y_f000195,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.244,167.244,52.207,0,yt_Z8HJNypu_1Y_f000198,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.154,168.154,50.99,0,yt_Z8HJNypu_1Y_f000201,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.404,168.404,50.478,0,yt_Z8HJNypu_1Y_f000204,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.27,168.27,50.09,0,yt_Z8HJNypu_1Y_f000207,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.852,167.852,49.857,0,yt_Z8HJNypu_1Y_f000210,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.117,167.117,50.019,0,yt_Z8HJNypu_1Y_f000213,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.159,167.159,49.655,0,yt_Z8HJNypu_1Y_f000216,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.424,166.424,49.909,0,yt_Z8HJNypu_1Y_f000219,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.544,165.544,50.459,0,yt_Z8HJNypu_1Y_f000222,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.356,164.356,51.312,0,yt_Z8HJNypu_1Y_f000225,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.448,163.448,52.176,0,yt_Z8HJNypu_1Y_f000228,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.223,162.223,53.082,0,yt_Z8HJNypu_1Y_f000231,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.358,161.358,53.751,0,yt_Z8HJNypu_1Y_f000234,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.59,160.59,54.593,0,yt_Z8HJNypu_1Y_f000237,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.876,159.876,54.798,0,yt_Z8HJNypu_1Y_f000240,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.274,159.274,55.611,0,yt_Z8HJNypu_1Y_f000243,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.188,159.188,56.904,0,yt_Z8HJNypu_1Y_f000246,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.92,158.92,56.957,0,yt_Z8HJNypu_1Y_f000249,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.905,158.905,56.519,0,yt_Z8HJNypu_1Y_f000252,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.803,158.803,55.745,0,yt_Z8HJNypu_1Y_f000255,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.597,158.597,54.745,0,yt_Z8HJNypu_1Y_f000258,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.783,158.783,54.133,0,yt_Z8HJNypu_1Y_f000261,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.112,159.112,53.395,0,yt_Z8HJNypu_1Y_f000264,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.373,159.373,52.544,0,yt_Z8HJNypu_1Y_f000267,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.283,160.283,51.489,0,yt_Z8HJNypu_1Y_f000270,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.879,161.879,51.189,0,yt_Z8HJNypu_1Y_f000273,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.877,162.877,51.278,0,yt_Z8HJNypu_1Y_f000276,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.09,164.09,51.388,0,yt_Z8HJNypu_1Y_f000279,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.612,163.612,51.977,0,yt_Z8HJNypu_1Y_f000282,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.182,162.182,52.895,0,yt_Z8HJNypu_1Y_f000285,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.945,159.945,53.706,0,yt_Z8HJNypu_1Y_f000288,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.193,159.193,53.856,0,yt_Z8HJNypu_1Y_f000291,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.724,157.724,53.945,0,yt_Z8HJNypu_1Y_f000294,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.023,157.023,54.026,0,yt_Z8HJNypu_1Y_f000297,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.938,155.938,54.169,0,yt_Z8HJNypu_1Y_f000300,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.763,154.763,54.024,0,yt_Z8HJNypu_1Y_f000303,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.564,153.564,53.95,0,yt_Z8HJNypu_1Y_f000306,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.827,152.827,54.101,0,yt_Z8HJNypu_1Y_f000309,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.257,152.257,54.096,0,yt_Z8HJNypu_1Y_f000312,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.255,122.255,39.082,0,yt_Z8HJNypu_1Y_f000315,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.699,122.699,38.941,0,yt_Z8HJNypu_1Y_f000318,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.007,123.007,38.952,0,yt_Z8HJNypu_1Y_f000321,confuser_AIRPLANE
0.34826773405075073,0.0,7.5767,0.0,2.6696,0.0,0.4704,0.0,0.4061,0.0,123.955,123.955,38.864,0,yt_Z8HJNypu_1Y_f000324,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.112,124.112,38.893,0,yt_Z8HJNypu_1Y_f000327,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.709,124.709,38.756,0,yt_Z8HJNypu_1Y_f000330,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.549,124.549,38.685,0,yt_Z8HJNypu_1Y_f000333,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.089,125.089,38.431,0,yt_Z8HJNypu_1Y_f000336,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.887,124.887,38.481,0,yt_Z8HJNypu_1Y_f000339,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.348,125.348,38.261,0,yt_Z8HJNypu_1Y_f000342,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.361,125.361,38.242,0,yt_Z8HJNypu_1Y_f000345,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.057,126.057,38.19,0,yt_Z8HJNypu_1Y_f000348,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.522,125.522,38.365,0,yt_Z8HJNypu_1Y_f000351,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.663,125.663,38.447,0,yt_Z8HJNypu_1Y_f000354,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.495,125.495,38.353,0,yt_Z8HJNypu_1Y_f000357,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.821,125.821,38.003,0,yt_Z8HJNypu_1Y_f000360,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.289,125.289,38.176,0,yt_Z8HJNypu_1Y_f000363,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.301,125.301,38.244,0,yt_Z8HJNypu_1Y_f000366,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.749,125.749,38.062,0,yt_Z8HJNypu_1Y_f000369,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.643,125.643,38.19,0,yt_Z8HJNypu_1Y_f000372,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.961,125.961,38.32,0,yt_Z8HJNypu_1Y_f000375,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.675,125.675,37.936,0,yt_Z8HJNypu_1Y_f000378,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.412,125.412,37.558,0,yt_Z8HJNypu_1Y_f000381,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.753,125.753,37.12,0,yt_Z8HJNypu_1Y_f000384,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.951,125.951,36.924,0,yt_Z8HJNypu_1Y_f000387,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.863,125.863,36.682,0,yt_Z8HJNypu_1Y_f000390,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.748,125.748,36.505,0,yt_Z8HJNypu_1Y_f000393,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.661,125.661,36.374,0,yt_Z8HJNypu_1Y_f000396,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.514,125.514,36.21,0,yt_Z8HJNypu_1Y_f000399,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.3,125.3,36.012,0,yt_Z8HJNypu_1Y_f000402,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.384,125.384,36.192,0,yt_Z8HJNypu_1Y_f000405,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.839,125.839,36.413,0,yt_Z8HJNypu_1Y_f000408,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.449,126.449,36.428,0,yt_Z8HJNypu_1Y_f000411,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.634,126.634,36.153,0,yt_Z8HJNypu_1Y_f000414,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.955,126.955,35.991,0,yt_Z8HJNypu_1Y_f000417,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.369,127.369,35.812,0,yt_Z8HJNypu_1Y_f000420,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.971,127.971,35.842,0,yt_Z8HJNypu_1Y_f000423,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.61,128.61,36.027,0,yt_Z8HJNypu_1Y_f000426,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.007,129.007,36.062,0,yt_Z8HJNypu_1Y_f000429,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.262,129.262,35.851,0,yt_Z8HJNypu_1Y_f000432,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.48,129.48,35.692,0,yt_Z8HJNypu_1Y_f000435,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.714,129.714,35.705,0,yt_Z8HJNypu_1Y_f000438,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.243,130.243,35.877,0,yt_Z8HJNypu_1Y_f000441,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.408,130.408,35.837,0,yt_Z8HJNypu_1Y_f000444,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.2,130.2,35.556,0,yt_Z8HJNypu_1Y_f000447,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.986,129.986,35.447,0,yt_Z8HJNypu_1Y_f000450,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.662,129.662,35.205,0,yt_Z8HJNypu_1Y_f000453,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.674,129.674,34.873,0,yt_Z8HJNypu_1Y_f000456,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.505,129.505,34.655,0,yt_Z8HJNypu_1Y_f000459,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.455,129.455,34.453,0,yt_Z8HJNypu_1Y_f000462,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.784,129.784,34.751,0,yt_Z8HJNypu_1Y_f000465,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.039,130.039,35.095,0,yt_Z8HJNypu_1Y_f000468,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.821,130.821,35.82,0,yt_Z8HJNypu_1Y_f000471,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.458,132.458,36.531,0,yt_Z8HJNypu_1Y_f000474,confuser_AIRPLANE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.446,133.446,36.954,0,yt_Z8HJNypu_1Y_f000477,confuser_AIRPLANE
