rgb_max_conf,ir_max_conf,rgb_best_log_bbox_area,ir_best_log_bbox_area,rgb_best_aspect_ratio,ir_best_aspect_ratio,rgb_best_pos_y,ir_best_pos_y,rgb_best_local_contrast,ir_best_local_contrast,rgb_img_mean,ir_img_mean,rgb_img_std,rgb_best_pos_x,ir_best_pos_x,rgb_best_dist_to_center,ir_best_dist_to_center,rgb_best_target_bg_delta,ir_best_target_bg_delta,trust_label,stem,source
0.830534040927887,0.8345101475715637,9.0027,7.2566,1.647,1.4125,0.6087,0.6495,-0.9362,1.3595,130.282,90.752,18.001,0.5971,0.6133,0.1458,0.1876,-13.716,38.318,3,20190926_134054_1_8_f000559,antiuav
0.8254814743995667,0.8575575947761536,8.98,7.1236,1.7095,1.3332,0.4735,0.5465,-1.4405,1.3778,122.783,87.075,19.61,0.4115,0.4108,0.0923,0.1005,-14.927,28.752,3,20190926_134054_1_9_f000534,antiuav
0.894951343536377,0.8647534847259521,9.137,7.3585,1.6094,1.2627,0.4225,0.5158,0.4811,1.879,132.346,74.471,33.56,0.2217,0.2156,0.2889,0.2848,8.545,57.525,3,20190925_124612_1_1_f000013,antiuav
0.8529757857322693,0.8343378305435181,9.0648,7.0632,1.4859,1.3037,0.5802,0.6312,0.1548,0.4732,123.127,77.398,32.263,0.3359,0.3359,0.1826,0.2101,3.408,30.667,3,20190925_124612_1_8_f000838,antiuav
0.5687183141708374,0.7873277068138123,8.6825,6.9203,1.0911,1.1039,0.7282,0.6992,-0.0407,0.5399,107.235,93.163,47.229,0.6348,0.6057,0.2651,0.2255,-1.183,19.694,3,20190925_134301_1_2_f000665,antiuav
0.8022372126579285,0.8105334043502808,7.499,6.5243,1.0559,1.4788,0.5143,0.5833,1.6038,1.4109,5.392,54.99,19.465,0.6782,0.8151,0.1788,0.3259,49.678,29.572,3,20190925_200805_1_5_f000019,antiuav
0.8196184635162354,0.8377974629402161,9.0671,7.1961,1.7273,1.5458,0.4859,0.5527,0.0312,0.2798,100.991,98.541,39.187,0.4879,0.4833,0.0186,0.0553,0.397,9.006,3,20190926_134054_1_1_f000884,antiuav
0.8023679256439209,0.8280332684516907,8.6405,6.6546,1.2343,1.1118,0.482,0.5286,-1.1474,1.6229,91.396,92.206,14.42,0.6553,0.5314,0.1563,0.0425,-11.705,44.296,3,20190925_134301_1_8_f000540,antiuav
0.8012120127677917,0.8774705529212952,10.0206,8.1271,1.4654,1.3807,0.4372,0.5147,-0.933,1.2566,121.374,100.704,14.462,0.5676,0.592,0.0923,0.0932,-12.93,37.199,3,20190926_111509_1_7_f000148,antiuav
0.0,0.805189311504364,0.0,6.6531,0.0,1.2773,0.0,0.4912,0.0,1.4142,3.926,48.868,19.306,0.0,0.7012,0.0,0.2014,0.0,28.671,2,20190925_200805_1_8_f000824,antiuav
0.8553130030632019,0.8571717143058777,9.4436,7.6734,1.5968,1.3934,0.5313,0.5932,0.1807,1.8644,129.748,93.25,13.628,0.5558,0.5988,0.064,0.1358,1.711,68.32,3,20190925_124000_1_1_f000738,antiuav
0.7882206439971924,0.874543309211731,9.843,8.2729,1.7176,1.4248,0.8262,0.8268,-0.2645,0.6425,108.406,94.993,21.998,0.3569,0.3574,0.3562,0.3566,-5.017,32.775,3,20190926_111509_1_3_f000073,antiuav
0.8274374604225159,0.836799681186676,9.102,7.0562,1.7519,1.2832,0.5018,0.5595,-1.3286,1.5633,130.641,87.206,16.652,0.4372,0.3846,0.0628,0.1299,-13.887,41.855,3,20190926_134054_1_4_f000559,antiuav
0.859015703201294,0.0,8.9513,0.0,1.8056,0.0,0.3604,0.0,0.469,0.0,113.672,97.62,39.576,0.3089,0.0,0.2367,0.0,13.157,0.0,1,20190925_124612_1_2_f000388,antiuav
0.8859661817550659,0.8379577398300171,9.2087,7.3059,1.7839,1.4397,0.5216,0.5797,-1.3913,1.1746,132.133,93.92,53.096,0.5377,0.5452,0.0435,0.0916,-18.396,25.982,3,20190926_134054_1_7_f000634,antiuav
0.8874675631523132,0.833156168460846,8.9843,7.1664,3.4472,2.4604,0.4403,0.5431,-1.4383,1.9611,112.256,84.928,13.823,0.4002,0.3902,0.1163,0.1179,-18.141,88.873,3,20190926_102042_1_7_f000727,antiuav
0.8888694643974304,0.7853212952613831,9.79,7.9715,3.945,2.9728,0.5482,0.6993,-1.2764,0.0915,112.428,85.307,16.733,0.6109,0.6151,0.1209,0.2301,-21.538,5.539,3,20190926_095902_1_2_f000091,antiuav
0.8348533511161804,0.8313779234886169,7.7329,7.163,1.3175,1.5777,0.4876,0.5791,1.3826,1.9929,3.653,37.177,19.344,0.4226,0.3708,0.0784,0.1515,20.252,59.462,3,20190925_193610_1_7_f000392,antiuav
0.8126437664031982,0.8822323083877563,9.8468,8.1775,1.4469,1.4157,0.4361,0.5114,-1.1212,1.2278,124.95,90.079,14.631,0.3673,0.3935,0.1473,0.1071,-16.418,38.284,3,20190926_111509_1_6_f000198,antiuav
0.795663058757782,0.825863778591156,7.3484,7.0716,0.7912,1.3544,0.5443,0.6608,1.7054,1.9277,3.796,38.122,19.227,0.5208,0.5403,0.0489,0.1657,39.447,58.496,3,20190925_193610_1_2_f000238,antiuav
0.7603386640548706,0.7943491339683533,7.0969,6.5794,1.1239,1.2153,0.4205,0.4763,1.067,1.3598,4.484,49.886,19.333,0.7233,0.8968,0.2371,0.3975,27.966,28.508,3,20190925_200805_1_8_f000374,antiuav
0.8294566869735718,0.8266842365264893,7.8612,6.1543,1.341,1.5095,0.6386,0.6529,1.3115,1.3517,11.979,60.128,34.399,0.4673,0.4805,0.1424,0.1542,17.681,28.877,3,20190925_200805_1_1_f000043,antiuav
0.7562800049781799,0.7822517156600952,9.0649,7.0664,1.6258,1.3244,0.4212,0.5112,0.2341,0.1947,113.003,85.765,50.184,0.4221,0.3554,0.1108,0.1451,8.061,12.572,3,20190925_124000_1_6_f000838,antiuav
0.858940601348877,0.8552772402763367,9.194,7.2527,1.7942,1.4692,0.5338,0.5886,-1.2711,1.24,125.236,93.661,54.629,0.4711,0.4682,0.0445,0.0942,-17.405,27.254,3,20190926_134054_1_7_f000609,antiuav
0.8540353775024414,0.8356849551200867,10.0676,8.1806,1.6642,1.4522,0.4765,0.5451,-0.652,1.0363,111.964,90.681,28.311,0.4903,0.5007,0.0254,0.0451,-7.895,28.076,3,20190926_111509_1_4_f000723,antiuav
0.8867290019989014,0.8342920541763306,9.3664,7.594,3.139,2.8082,0.5518,0.6635,-0.0402,1.7163,116.252,85.481,34.159,0.5875,0.6027,0.1017,0.1931,-0.849,65.721,3,20190926_095902_1_7_f000166,antiuav
0.8292283415794373,0.8361678123474121,9.1664,7.0609,1.5745,1.3757,0.5421,0.5968,-0.6207,0.2626,129.432,90.439,43.199,0.563,0.3657,0.0758,0.1655,-5.383,18.583,3,20190925_124000_1_5_f000888,antiuav
0.8906104564666748,0.8395963907241821,9.8284,8.1097,3.7265,2.5466,0.3937,0.5095,-1.5173,2.0473,117.017,83.187,13.752,0.5186,0.5089,0.1079,0.013,-27.645,91.334,3,20190926_095902_1_1_f000516,antiuav
0.895444929599762,0.5042049884796143,9.8236,7.9047,3.3737,3.0921,0.5456,0.6805,-0.8232,1.8101,124.741,96.714,14.6,0.6066,0.5677,0.1159,0.1928,-16.006,77.66,3,20190926_095902_1_3_f000916,antiuav
0.797555685043335,0.8396871089935303,9.2975,7.3561,1.4839,1.209,0.4189,0.5129,0.0429,1.9756,136.115,82.869,14.576,0.5593,0.5844,0.1005,0.0854,0.499,85.484,3,20190925_124000_1_3_f000013,antiuav
0.6799043416976929,0.8497980237007141,9.2608,7.6498,1.4251,1.3526,0.4327,0.5203,0.1028,1.7167,133.005,101.06,13.448,0.6656,0.5134,0.1788,0.0243,1.331,55.5,3,20190925_124000_1_3_f000238,antiuav
0.7726815938949585,0.8167734742164612,7.4276,7.2215,0.9342,1.3923,0.4987,0.5983,1.6851,1.991,3.63,40.588,19.45,0.4982,0.5132,0.0022,0.0991,42.833,60.309,3,20190925_193610_1_3_f000706,antiuav
0.8719375729560852,0.8420549035072327,9.0701,7.5945,1.6261,1.4458,0.3948,0.4923,0.8669,1.8389,94.518,108.395,13.438,0.4926,0.6229,0.1055,0.1231,7.681,59.496,3,20190925_124612_1_6_f000163,antiuav
0.5514876246452332,0.8528990149497986,9.0599,7.4367,1.4444,1.5698,0.7106,0.7269,0.0297,0.0994,96.164,101.186,45.853,0.5942,0.5443,0.2306,0.2312,0.551,3.77,3,20190926_134054_1_5_f000359,antiuav
0.8480615019798279,0.8283407092094421,7.765,7.1403,1.2869,1.5717,0.4898,0.5795,1.4014,1.9688,4.013,36.724,19.477,0.5376,0.5896,0.039,0.1198,19.347,58.79,3,20190925_193610_1_7_f000867,antiuav
0.8792435526847839,0.8263735771179199,9.8846,7.7307,3.3829,2.7828,0.4437,0.615,-0.6178,0.477,112.164,94.47,15.389,0.4478,0.4379,0.0767,0.1307,-10.978,35.052,3,20190926_095902_1_2_f000516,antiuav
0.7814184427261353,0.8244246244430542,8.5038,6.7548,1.2635,1.0477,0.5137,0.5572,-1.3449,1.4458,136.583,94.865,13.893,0.3463,0.3591,0.1543,0.1521,-15.908,40.094,3,20190925_134301_1_9_f000490,antiuav
0.8772187829017639,0.8357570767402649,9.3549,7.6859,1.604,1.392,0.4774,0.5535,1.481,1.7006,134.555,86.915,13.973,0.5742,0.5878,0.0775,0.1029,21.728,59.673,3,20190925_111757_1_1_f000027,antiuav
0.8797261714935303,0.8366566300392151,9.038,7.3741,1.6291,1.3808,0.3593,0.4535,0.4197,1.3586,89.947,88.156,13.674,0.3368,0.332,0.2155,0.1743,6.672,71.685,3,20190925_124612_1_3_f000888,antiuav
0.7935970425605774,0.0,8.675,0.0,1.6408,0.0,0.4875,0.0,1.0198,0.0,106.096,77.714,23.57,0.276,0.0,0.2244,0.0,25.841,0.0,1,20190925_111757_1_9_f000327,antiuav
0.810626208782196,0.8265186548233032,9.1215,7.1557,1.8421,1.389,0.5179,0.5795,0.1064,0.4113,136.197,90.854,45.58,0.462,0.5057,0.042,0.0797,3.475,18.501,3,20190926_134054_1_6_f000934,antiuav
0.709990918636322,0.7754377722740173,7.5159,5.8124,0.9216,1.4353,0.5368,0.5752,1.6206,0.2337,13.885,85.995,38.933,0.5749,0.584,0.0834,0.1128,41.16,10.932,3,20190925_200805_1_2_f000343,antiuav
0.7838464379310608,0.8392107486724854,9.1267,7.2303,1.6802,1.3928,0.457,0.5369,-0.8041,1.7156,122.526,107.891,40.026,0.4487,0.4497,0.067,0.0624,-7.687,44.669,3,20190925_124000_1_6_f000063,antiuav
0.847959041595459,0.8879519104957581,9.9728,7.7414,1.3664,1.1436,0.6451,0.6806,-1.0933,0.4177,115.544,98.52,16.164,0.5555,0.5835,0.1553,0.199,-14.755,21.093,3,20190926_111509_1_7_f000498,antiuav
0.8766778707504272,0.8253961205482483,9.5712,7.7035,1.7407,1.4072,0.428,0.5239,1.6576,1.6012,135.261,82.082,14.212,0.4739,0.472,0.0766,0.0368,25.94,59.637,3,20190925_111757_1_1_f000327,antiuav
0.0,0.809539258480072,0.0,6.3206,0.0,1.4329,0.0,0.3475,0.0,0.998,9.096,73.279,31.465,0.0,0.9384,0.0,0.4641,0.0,37.627,2,20190925_200805_1_7_f000882,antiuav
0.8935723304748535,0.8143149614334106,9.8452,7.7427,3.3645,2.9023,0.6326,0.7904,-0.7047,0.4598,112.084,99.401,14.912,0.3829,0.3668,0.1769,0.3195,-14.51,36.361,3,20190926_095902_1_2_f000841,antiuav
0.794703483581543,0.8355898261070251,7.3924,7.1597,0.9974,1.4389,0.4322,0.5068,1.8119,1.9076,3.738,37.17,19.597,0.5479,0.6065,0.083,0.1067,48.787,58.645,3,20190925_193610_1_4_f000156,antiuav
0.8973596096038818,0.849748432636261,9.7289,7.4324,3.6212,3.1064,0.5456,0.6687,-0.8469,0.7077,106.388,101.957,15.007,0.5725,0.6281,0.0856,0.2118,-14.599,26.26,3,20190926_095902_1_4_f000991,antiuav
0.0,0.8049747347831726,0.0,6.9417,0.0,1.1291,0.0,0.5486,0.0,-0.0013,123.065,82.517,52.115,0.0,0.5044,0.0,0.0488,0.0,-0.031,2,20190925_124000_1_5_f000688,antiuav
0.8297269940376282,0.8512483239173889,9.3018,7.2583,1.6104,1.2997,0.5642,0.6111,-0.1618,1.7678,134.135,88.956,45.523,0.5399,0.6809,0.0756,0.2123,-1.931,52.924,3,20190925_124000_1_5_f000213,antiuav
0.8311625719070435,0.8508853316307068,8.949,7.3434,1.5328,1.1145,0.4582,0.5241,0.4185,1.4672,116.016,106.414,14.341,0.6461,0.6641,0.152,0.1659,4.443,33.073,3,20190925_111757_1_8_f000177,antiuav
0.0,0.7801064848899841,0.0,7.4233,0.0,2.217,0.0,0.6761,0.0,0.0262,112.772,122.331,37.059,0.0,0.6617,0.0,0.2391,0.0,0.849,2,20190926_095902_1_3_f000816,antiuav
0.8071692585945129,0.8269585371017456,7.479,7.2143,0.9153,1.384,0.4498,0.5321,1.5303,1.9125,3.562,40.757,19.357,0.3319,0.1874,0.1754,0.3142,37.314,55.968,3,20190925_193610_1_3_f000531,antiuav
0.7776886224746704,0.8943400979042053,9.9855,8.297,1.481,1.412,0.7038,0.7197,-0.2641,0.8178,108.185,94.102,24.004,0.6507,0.6847,0.2535,0.2871,-5.508,38.653,3,20190926_111509_1_3_f000248,antiuav
0.8649588823318481,0.7991589903831482,9.5578,7.4392,1.7011,1.3228,0.5492,0.6136,0.9185,-0.5911,121.937,87.58,23.443,0.4043,0.4099,0.1076,0.145,21.819,-18.126,3,20190925_111757_1_2_f000652,antiuav
0.8567427396774292,0.8753098249435425,10.0971,8.2341,1.6171,1.4182,0.5188,0.5755,-0.627,0.8773,117.196,89.793,26.112,0.641,0.68,0.1422,0.1952,-8.59,30.39,3,20190926_111509_1_4_f000373,antiuav
0.8481486439704895,0.8384472727775574,9.1479,7.2411,1.7541,1.4163,0.6187,0.6593,-0.635,0.9503,130.432,91.359,49.345,0.4815,0.4942,0.1201,0.1594,-10.727,26.185,3,20190926_134054_1_7_f000834,antiuav
0.0,0.8148826956748962,0.0,7.1787,0.0,1.1626,0.0,0.5187,0.0,0.4815,90.352,91.423,27.268,0.0,0.5916,0.0,0.0935,0.0,19.259,2,20190925_111757_1_7_f000727,antiuav
0.752431333065033,0.7800194025039673,7.4371,5.7011,1.2152,1.6065,0.4519,0.5113,1.6398,1.2473,9.33,71.053,31.274,0.496,0.5248,0.0483,0.0272,41.925,23.647,3,20190925_200805_1_4_f000309,antiuav
0.8995253443717957,0.8258584141731262,9.6209,7.7675,3.5652,3.0046,0.4152,0.6142,-1.0252,1.9454,110.816,85.351,14.527,0.4049,0.4426,0.1274,0.1278,-18.238,82.098,3,20190926_095902_1_5_f000741,antiuav
0.9091110825538635,0.8289704322814941,9.0822,7.1619,3.497,2.6837,0.6222,0.6803,-0.8723,0.4757,96.399,90.514,17.381,0.6673,0.703,0.2072,0.2715,-11.747,27.43,3,20190926_102042_1_3_f000177,antiuav
0.8022956252098083,0.8226318955421448,9.0111,7.2046,1.4948,1.3937,0.6085,0.665,-0.125,-0.4141,92.779,95.698,34.999,0.3736,0.4077,0.1666,0.189,-2.517,-16.238,3,20190926_134054_1_4_f000109,antiuav
0.8561397790908813,0.8881922364234924,9.8713,8.1819,1.5396,1.4093,0.4538,0.5253,-1.3297,1.1048,125.375,90.155,14.658,0.5485,0.621,0.067,0.1236,-17.065,36.091,3,20190926_111509_1_6_f000148,antiuav
0.8147715330123901,0.8420984745025635,9.05,7.0961,1.3823,1.5739,0.7086,0.737,0.2261,0.3518,116.063,100.064,50.234,0.4159,0.3966,0.2249,0.2586,4.703,9.435,3,20190926_134054_1_5_f000934,antiuav
0.8831160664558411,0.8236036896705627,9.0155,7.2714,3.4275,2.5385,0.4838,0.5735,-1.0038,1.6819,114.174,84.789,13.171,0.2889,0.2638,0.2118,0.2474,-14.769,70.776,3,20190926_102042_1_8_f000102,antiuav
0.8606522679328918,0.8878079652786255,10.1163,8.2935,1.5805,1.4623,0.4221,0.4979,-0.7871,0.9101,119.052,89.55,25.354,0.6452,0.6527,0.1648,0.1527,-10.689,29.81,3,20190926_111509_1_4_f000148,antiuav
0.8983727097511292,0.8166869282722473,9.8314,7.6681,3.6389,2.6427,0.4921,0.6483,-0.6338,1.4198,112.992,90.523,15.179,0.5925,0.5957,0.0929,0.1765,-10.879,115.518,3,20190926_095902_1_2_f000416,antiuav
0.8731046915054321,0.823544979095459,8.9972,7.3854,1.5506,1.3568,0.4799,0.5539,0.4984,1.7176,100.017,82.561,13.929,0.6441,0.615,0.1455,0.127,5.477,51.236,3,20190925_124612_1_5_f000713,antiuav
0.8973541259765625,0.32184767723083496,9.8493,7.9655,3.3051,2.8162,0.6139,0.7503,-1.3978,1.6027,118.206,82.278,13.481,0.8761,0.9209,0.3929,0.4897,-25.187,69.246,3,20190926_095902_1_1_f000241,antiuav
0.8063070178031921,0.8784022331237793,8.5534,6.6599,1.45,1.2218,0.5049,0.547,-1.6227,1.4142,105.676,91.442,34.024,0.467,0.4792,0.0333,0.0514,-17.715,32.798,3,20190925_134301_1_4_f000140,antiuav
0.880626380443573,0.8374141454696655,9.9544,8.1031,1.3807,1.2662,0.5801,0.6284,-0.997,0.186,112.589,98.042,20.159,0.4363,0.4505,0.1024,0.1376,-13.31,12.411,3,20190926_111509_1_7_f000948,antiuav
0.6791982054710388,0.803525447845459,7.5326,6.0128,1.4627,1.5175,0.5336,0.5743,-0.207,0.6948,12.574,76.054,36.522,0.4059,0.413,0.0999,0.1144,-14.473,24.908,3,20190925_200805_1_1_f000643,antiuav
0.9004867672920227,0.8178116083145142,9.7472,7.8994,3.4644,3.2549,0.529,0.6694,-0.865,1.7814,112.206,83.138,28.882,0.4172,0.422,0.0877,0.1865,-16.593,72.813,3,20190926_095902_1_4_f000441,antiuav
0.8354104161262512,0.8555187582969666,9.448,7.6466,1.5052,1.364,0.4982,0.5667,0.362,1.6728,128.626,93.617,13.345,0.8548,0.8878,0.3548,0.3935,4.638,50.715,3,20190925_124000_1_1_f000288,antiuav
0.8933799266815186,0.8404150605201721,8.8595,7.2308,1.645,1.3236,0.4949,0.553,1.4447,1.7719,130.132,101.542,12.939,0.5233,0.541,0.0238,0.0671,18.499,55.948,3,20190925_111757_1_10_f000000,antiuav
0.7995267510414124,0.814909815788269,7.4144,7.2345,1.0377,1.4125,0.4378,0.5175,1.6714,1.9901,3.561,38.211,19.453,0.383,0.2857,0.1325,0.215,43.169,57.841,3,20190925_193610_1_3_f000906,antiuav
0.8641507625579834,0.8323091268539429,7.7814,7.2051,1.3234,1.5707,0.4868,0.5788,1.4184,1.9391,3.584,38.136,19.404,0.4297,0.388,0.0716,0.137,19.79,57.142,3,20190925_193610_1_7_f000342,antiuav
0.7940735220909119,0.8632059097290039,9.3842,7.6728,1.3989,1.3704,0.4939,0.5676,0.1526,1.8549,130.232,96.216,13.577,0.5054,0.5452,0.0081,0.0813,1.487,67.98,3,20190925_124000_1_1_f000863,antiuav
0.8876758813858032,0.8262378573417664,9.5837,7.7142,3.5358,3.0577,0.5767,0.6651,-1.3614,1.7981,90.996,84.647,14.241,0.4751,0.4745,0.0806,0.1671,-13.232,67.03,3,20190926_102042_1_1_f000302,antiuav
0.8800204396247864,0.8409148454666138,9.0627,7.3498,3.2732,2.6669,0.5084,0.6121,-1.2324,1.9035,127.893,85.461,17.282,0.399,0.3907,0.1013,0.1566,-19.6,77.068,3,20190926_095902_1_9_f000716,antiuav
0.8625316619873047,0.8134757876396179,9.5346,7.7066,3.4501,2.8803,0.4782,0.5883,-1.2542,1.449,105.06,84.585,32.375,0.3905,0.31,0.1117,0.2095,-22.037,63.112,3,20190926_095902_1_6_f000216,antiuav
0.878390371799469,0.8195303082466125,7.8854,7.0991,1.3494,1.7275,0.3645,0.4093,1.358,2.078,3.596,36.837,19.506,0.377,0.2581,0.183,0.2583,25.154,66.148,3,20190925_193610_1_6_f000390,antiuav
0.9023556709289551,0.6054810881614685,9.4968,7.7192,3.5882,2.7113,0.489,0.5903,-1.2881,1.726,89.679,82.605,14.242,0.431,0.4257,0.0698,0.1169,-12.309,50.641,3,20190926_102042_1_1_f000552,antiuav
0.8988681435585022,0.8720874190330505,9.4747,7.663,1.6532,1.4095,0.2674,0.429,1.4526,2.0221,124.329,72.616,15.775,0.4781,0.4862,0.2336,0.0723,23.887,61.14,3,20190925_111757_1_2_f000227,antiuav
0.8744643330574036,0.8873788714408875,9.897,8.1864,1.3975,1.4007,0.534,0.5794,-1.3274,1.2578,119.538,89.94,22.431,0.4235,0.465,0.0837,0.0868,-17.26,40.434,3,20190926_111509_1_5_f000673,antiuav
0.9030805826187134,0.8391487002372742,9.1394,7.4422,3.4601,2.4575,0.5523,0.6493,-1.4918,1.9881,135.879,84.316,21.969,0.5453,0.5493,0.0692,0.1573,-20.949,82.17,3,20190926_095902_1_9_f000241,antiuav
0.8687676191329956,0.8450095057487488,9.0727,7.2225,1.5838,1.3351,0.4114,0.501,0.5265,1.9543,133.403,70.389,29.93,0.4699,0.4785,0.0936,0.0215,6.683,59.443,3,20190925_124612_1_1_f000088,antiuav
0.8755400776863098,0.8206815719604492,9.4881,7.6772,3.3419,2.7453,0.499,0.5954,-1.2685,1.6882,91.212,82.333,14.218,0.5741,0.5907,0.0741,0.1316,-12.054,49.083,3,20190926_102042_1_1_f000627,antiuav
0.7519310712814331,0.7898344397544861,8.5108,6.6397,1.2184,1.0284,0.648,0.6515,-0.9061,0.2952,115.175,72.668,16.482,0.4658,0.5568,0.1519,0.1618,-10.075,20.345,3,20190925_134301_1_6_f000515,antiuav
0.8442918062210083,0.8739773035049438,9.8717,8.1937,1.4205,1.381,0.4451,0.5183,-1.1594,1.2479,125.158,89.997,14.593,0.4268,0.4276,0.0915,0.0747,-16.275,38.955,3,20190926_111509_1_6_f000423,antiuav
0.0,0.7959141731262207,0.0,7.0808,0.0,2.3648,0.0,0.9092,0.0,-0.4885,104.65,99.056,17.115,0.0,0.3518,0.0,0.4353,0.0,-12.674,2,20190926_102042_1_2_f000852,antiuav
0.8612151741981506,0.8320536017417908,9.1544,7.2841,1.591,1.2987,0.449,0.5148,0.6522,1.2091,127.013,80.442,24.652,0.5253,0.5302,0.057,0.0336,6.359,40.872,3,20190925_124612_1_2_f000888,antiuav
0.9079042077064514,0.8639429807662964,9.1858,7.3983,1.6601,1.27,0.4022,0.4923,0.6934,1.7558,131.997,79.876,22.772,0.7537,0.7746,0.2719,0.2747,12.708,57.214,3,20190925_124612_1_1_f000188,antiuav
0.7720476388931274,0.8187461495399475,8.4623,6.6549,1.3221,1.0778,0.4545,0.5129,-1.6869,1.5312,127.314,78.325,28.223,0.4495,0.509,0.0679,0.0157,-22.082,46.095,3,20190925_134301_1_9_f000115,antiuav
0.8203627467155457,0.8958755731582642,9.9164,8.1899,1.4301,1.43,0.4161,0.4984,-1.0348,1.2031,124.867,90.477,14.71,0.3689,0.3888,0.1556,0.1113,-15.038,37.312,3,20190926_111509_1_6_f000273,antiuav
0.8799336552619934,0.8243559002876282,9.5769,7.8153,1.7412,1.4754,0.4174,0.5151,1.3535,1.4813,135.257,82.568,14.18,0.4613,0.4547,0.0912,0.0478,22.453,54.539,3,20190925_111757_1_1_f000352,antiuav
0.8371846675872803,0.8567109704017639,9.0688,7.0866,1.5241,1.4068,0.3179,0.4004,-0.2229,2.137,120.799,71.244,24.945,0.5211,0.5263,0.1833,0.103,-2.587,67.352,3,20190925_124000_1_4_f000438,antiuav
0.8306389451026917,0.8599725961685181,9.0898,6.9837,1.7193,1.3402,0.5135,0.5711,-0.3795,0.3773,102.794,94.859,43.769,0.3905,0.3791,0.1104,0.1403,-11.391,9.074,3,20190926_134054_1_3_f000984,antiuav
0.8368352651596069,0.0,9.2302,0.0,1.727,0.0,0.5375,0.0,-0.291,0.0,95.951,93.672,21.379,0.725,0.0,0.2281,0.0,-9.633,0.0,1,20190925_124612_1_7_f000538,antiuav
0.8721187114715576,0.8481277823448181,9.4727,7.7276,1.5379,1.3285,0.4132,0.5066,1.145,1.6993,132.101,76.885,13.459,0.706,0.782,0.2235,0.2821,21.836,54.317,3,20190925_111757_1_1_f000627,antiuav
0.0,0.8015703558921814,0.0,7.4004,0.0,1.2568,0.0,0.731,0.0,0.2299,98.425,85.987,31.023,0.0,0.3758,0.0,0.2622,0.0,3.743,2,20190925_124612_1_3_f000663,antiuav
0.8186304569244385,0.8356407284736633,8.5968,6.6413,1.5111,1.2309,0.4991,0.544,-1.6498,1.4897,105.734,93.0,34.06,0.4698,0.4823,0.0302,0.0475,-18.789,34.566,3,20190925_134301_1_4_f000115,antiuav
0.8997592926025391,0.8201977610588074,9.3411,7.6642,3.5327,2.8159,0.6002,0.7047,-1.1725,1.8003,130.909,84.524,22.028,0.5359,0.6108,0.1064,0.2328,-22.184,70.776,3,20190926_095902_1_6_f000891,antiuav
